0,1144
1,1314
2,1442
3,1588
4,1807
5,2011
6,2195
7,2330
8,2541
9,2697
10,2896
11,3112
12,3281
13,3450
14,3635
15,3801
16,3962
17,4110
18,4269
19,4407
20,4648
21,4832
22,4984
23,5117
24,5218
25,5352
26,5477
27,5608
28,5719
29,5869
30,5983
31,6146
32,6348
33,6540
34,6835
35,7031
36,7191
37,7399
38,7588
39,7745
40,8064
41,8212
42,8402
43,8597
44,8757
45,8907
46,9167
47,9273
48,9479
49,9657
50,9825
51,9991
52,10181
53,10337
54,10459
55,10599
56,10792
57,10933
58,11124
59,11315
60,11460
61,11574
62,11740
63,11887
64,12141
65,12298
66,12436
67,12534
68,12663
69,12786
70,12897
71,13074
72,13197
73,13296
74,13446
75,13568
76,13709
77,13836
78,13953
79,14148
80,14330
81,14425
82,14577
83,14742
84,14913
85,15031
86,15194
87,15322
88,15543
89,15641
90,15737
91,15833
92,15934
93,16076
94,16207
95,16309
96,16396
97,16441
98,16457
