0,860
1,1091
2,1318
3,1542
4,1799
5,1195
6,1183
7,1218
8,1216
9,1187
10,1189
11,1215
12,1144
13,1131
14,1132
15,1069
16,1014
17,1090
18,1146
19,1146
20,1276
21,1348
22,1299
23,1259
24,1067
25,1035
26,981
27,972
28,913
29,1142
30,1068
31,997
32,958
33,953
34,908
35,946
36,886
37,915
38,905
39,875
40,858
41,842
42,787
43,754
44,685
45,658
46,705
47,713
48,793
49,778
50,715
51,660
52,667
53,599
54,635
55,636
56,675
57,638
58,625
59,612
60,627
61,640
62,629
63,619
64,616
65,568
66,559
67,512
68,620
69,659
70,717
71,754
72,791
73,727
74,761
75,877
76,851
77,933
78,921
79,892
80,829
81,879
82,874
83,920
84,928
85,928
86,851
87,874
88,874
89,838
90,765
91,811
92,745
93,731
94,721
95,737
96,670
97,569
98,450
