0,590
1,287
2,254
3,251
4,234
5,252
6,230
7,222
8,245
9,210
10,196
11,333
12,336
13,281
14,225
15,260
16,359
17,228
18,279
19,430
20,287
21,215
22,199
23,213
24,260
25,227
26,202
27,205
28,274
29,225
30,201
31,278
32,214
33,210
34,206
35,228
36,230
37,183
38,187
39,191
40,172
41,146
42,257
43,174
44,190
45,195
46,183
47,174
48,185
49,200
50,207
51,183
52,181
53,193
54,209
55,221
56,262
57,315
58,284
59,219
60,215
61,170
62,175
63,168
64,165
65,167
66,157
67,152
68,166
69,165
70,158
71,172
72,217
73,196
74,167
75,176
76,159
77,172
78,159
79,181
80,170
81,161
82,164
83,148
84,149
85,165
86,160
87,148
88,172
89,176
90,173
91,141
92,132
93,173
94,167
95,196
96,156
97,161
98,143
