0,939
1,1164
2,1637
3,1877
4,2092
5,2323
6,2528
7,2703
8,2949
9,3198
10,2514
11,2520
12,2305
13,2240
14,2208
15,2140
16,2165
17,2221
18,2174
19,2078
20,2097
21,2114
22,1996
23,2002
24,2030
25,2289
26,2313
27,2234
28,2248
29,2334
30,2290
31,2255
32,2363
33,2399
34,2440
35,2240
36,2226
37,2314
38,2276
39,2186
40,2222
41,2213
42,2145
43,2111
44,2099
45,2011
46,1999
47,1943
48,1988
49,2038
50,2029
51,2047
52,2114
53,2161
54,2163
55,2247
56,2294
57,2369
58,2397
59,2433
60,2464
61,2477
62,2397
63,2410
64,2399
65,2365
66,2353
67,2227
68,2117
69,2088
70,2019
71,1986
72,1955
73,1871
74,1757
75,1688
76,1625
77,1716
78,1727
79,1707
80,1680
81,1594
82,1633
83,1681
84,1720
85,1778
86,1736
87,1641
88,1635
89,1501
90,1441
91,1442
92,1360
93,1283
94,1234
95,1126
96,1099
97,992
98,887
